ComponentName;BodyName;CoM_x;CoM_y;CoM_z;BB_min_x;BB_min_y;BB_min_z;BB_max_x;BB_max_y;BB_max_z;Appearance;PhysicalMaterial;BodyVertices;MeshNodes;MeshVertices;MeshNormalVectors
Phantom v18|SideAssembly v13:1|ScintillatorBrick v10:1|BrickBottom v4:1;        Body1;                   37.61;      62.73;      59.45;     30.90;      55.30;      52.10;     42.10;      70.00;      66.80;Nylon 12 (with Formlabs Fuse 1 3D Printer);       Nylon 12 (with Formlabs Fuse 1 3D Printer);       [[30.9, 56.3, 60.25], [35.6, 56.3, 60.25], [35.6, 55.3, 60.25], [30.9, 55.3, 60.25], [35.6, 56.3, 58.65], [30.9, 56.3, 58.65], [30.9, 55.3, 58.65], [35.6, 55.3, 58.65], [30.9, 55.3, 66.8], [30.9, 70.0, 66.8], [30.9, 70.0, 52.1], [30.9, 55.3, 52.1], [30.9, 56.3, 53.1], [30.9, 69.0, 53.1], [30.9, 69.0, 65.8], [30.9, 56.3, 65.8], [42.1, 55.3, 52.1], [42.1, 55.3, 66.8], [41.1, 69.0, 53.1], [41.1, 56.3, 53.1], [41.1, 56.3, 65.8], [41.1, 69.0, 65.8], [42.1, 70.0, 66.8], [42.1, 70.0, 52.1]];[[1, 2, 0], [0, 2, 3], [1, 0, 5], [5, 0, 4], [0, 3, 4], [4, 3, 6], [2, 1, 7], [7, 1, 5], [8, 9, 11], [11, 9, 10], [9, 12, 10], [10, 12, 13], [12, 14, 13], [13, 14, 15], [17, 15, 16], [16, 15, 56], [56, 15, 14], [56, 14, 55], [55, 14, 54], [54, 14, 53], [53, 14, 52], [52, 14, 51], [51, 14, 50], [50, 14, 49], [49, 14, 48], [48, 14, 47], [47, 14, 46], [46, 14, 45], [45, 14, 44], [44, 14, 43], [43, 14, 42], [42, 14, 41], [41, 14, 40], [40, 14, 39], [39, 14, 38], [38, 14, 8], [38, 8, 37], [37, 8, 36], [36, 8, 35], [35, 8, 34], [34, 8, 33], [33, 8, 32], [32, 8, 31], [31, 8, 30], [30, 8, 29], [29, 8, 28], [28, 8, 27], [27, 8, 26], [26, 8, 25], [25, 8, 24], [24, 8, 23], [23, 8, 22], [22, 8, 21], [21, 8, 20], [20, 8, 11], [20, 11, 19], [19, 11, 18], [9, 8, 12], [12, 8, 14], [57, 58, 7], [7, 58, 59], [7, 59, 60], [7, 60, 2], [2, 60, 61], [2, 61, 62], [62, 63, 2], [2, 63, 64], [2, 64, 65], [65, 66, 2], [2, 66, 67], [2, 67, 68], [68, 69, 2], [2, 69, 70], [2, 70, 71], [71, 72, 2], [2, 72, 73], [2, 73, 74], [74, 75, 2], [2, 75, 76], [2, 76, 77], [2, 77, 3], [3, 77, 78], [3, 78, 79], [79, 80, 3], [3, 80, 81], [3, 81, 82], [82, 83, 3], [3, 83, 84], [3, 84, 85], [85, 86, 3], [3, 86, 87], [3, 87, 88], [88, 89, 3], [3, 89, 90], [3, 90, 91], [91, 92, 3], [3, 92, 93], [3, 93, 94], [3, 94, 6], [6, 94, 95], [6, 95, 96], [96, 97, 6], [17, 57, 15], [15, 57, 7], [15, 7, 5], [15, 5, 13], [13, 5, 4], [13, 4, 10], [10, 4, 6], [10, 6, 11], [11, 6, 97], [11, 97, 18], [58, 16, 59], [59, 16, 56], [59, 56, 55], [59, 55, 60], [60, 55, 54], [60, 54, 61], [61, 54, 53], [61, 53, 62], [62, 53, 52], [62, 52, 63], [63, 52, 51], [63, 51, 64], [64, 51, 50], [64, 50, 65], [65, 50, 49], [65, 49, 66], [66, 49, 48], [66, 48, 67], [67, 48, 47], [67, 47, 68], [68, 47, 46], [68, 46, 69], [69, 46, 45], [69, 45, 70], [70, 45, 44], [70, 44, 71], [71, 44, 43], [71, 43, 72], [72, 43, 42], [72, 42, 73], [73, 42, 41], [73, 41, 74], [74, 41, 40], [74, 40, 75], [75, 40, 39], [75, 39, 76], [76, 39, 38], [76, 38, 77], [77, 38, 37], [77, 37, 78], [78, 37, 36], [78, 36, 79], [79, 36, 35], [79, 35, 80], [80, 35, 34], [80, 34, 81], [81, 34, 33], [81, 33, 82], [82, 33, 32], [82, 32, 83], [83, 32, 31], [83, 31, 84], [84, 31, 30], [84, 30, 85], [85, 30, 29], [85, 29, 86], [86, 29, 28], [86, 28, 87], [87, 28, 27], [87, 27, 88], [88, 27, 26], [88, 26, 89], [89, 26, 25], [89, 25, 90], [90, 25, 24], [90, 24, 91], [91, 24, 23], [91, 23, 92], [92, 23, 22], [92, 22, 93], [93, 22, 21], [93, 21, 94], [94, 21, 20], [94, 20, 95], [95, 20, 96], [96, 20, 19], [19, 18, 96], [96, 18, 97], [17, 16, 57], [57, 16, 58]];[[42.1, 70.0, 52.1], [42.1, 70.0, 66.8], [42.1, 55.3, 66.8], [42.1, 55.3, 52.1], [30.9, 70.0, 52.1], [30.9, 70.0, 66.8], [30.9, 55.3, 52.1], [30.9, 55.3, 66.8], [41.1, 56.3, 53.1], [41.1, 69.0, 53.1], [30.9, 69.0, 53.1], [30.9, 56.3, 53.1], [41.1, 69.0, 65.8], [30.9, 69.0, 65.8], [41.1, 56.3, 65.8], [30.9, 56.3, 65.8], [35.6, 56.3, 60.25], [30.9, 56.3, 60.25], [30.9, 56.3, 58.65], [35.6, 56.3, 58.65], [35.67, 56.3, 58.65], [35.73, 56.3, 58.66], [35.8, 56.3, 58.67], [35.86, 56.3, 58.69], [35.92, 56.3, 58.72], [35.98, 56.3, 58.75], [36.04, 56.3, 58.78], [36.09, 56.3, 58.82], [36.14, 56.3, 58.86], [36.19, 56.3, 58.91], [36.23, 56.3, 58.96], [36.27, 56.3, 59.01], [36.3, 56.3, 59.07], [36.33, 56.3, 59.13], [36.36, 56.3, 59.19], [36.38, 56.3, 59.25], [36.39, 56.3, 59.32], [36.4, 56.3, 59.38], [36.4, 56.3, 59.45], [36.4, 56.3, 59.52], [36.39, 56.3, 59.58], [36.38, 56.3, 59.65], [36.36, 56.3, 59.71], [36.33, 56.3, 59.77], [36.3, 56.3, 59.83], [36.27, 56.3, 59.89], [36.23, 56.3, 59.94], [36.19, 56.3, 59.99], [36.14, 56.3, 60.04], [36.09, 56.3, 60.08], [36.04, 56.3, 60.12], [35.98, 56.3, 60.15], [35.92, 56.3, 60.18], [35.86, 56.3, 60.21], [35.8, 56.3, 60.23], [35.73, 56.3, 60.24], [35.67, 56.3, 60.25], [30.9, 55.3, 60.25], [35.6, 55.3, 60.25], [35.67, 55.3, 60.25], [35.73, 55.3, 60.24], [35.8, 55.3, 60.23], [35.86, 55.3, 60.21], [35.92, 55.3, 60.18], [35.98, 55.3, 60.15], [36.04, 55.3, 60.12], [36.09, 55.3, 60.08], [36.14, 55.3, 60.04], [36.19, 55.3, 59.99], [36.23, 55.3, 59.94], [36.27, 55.3, 59.89], [36.3, 55.3, 59.83], [36.33, 55.3, 59.77], [36.36, 55.3, 59.71], [36.38, 55.3, 59.65], [36.39, 55.3, 59.58], [36.4, 55.3, 59.52], [36.4, 55.3, 59.45], [36.4, 55.3, 59.38], [36.39, 55.3, 59.32], [36.38, 55.3, 59.25], [36.36, 55.3, 59.19], [36.33, 55.3, 59.13], [36.3, 55.3, 59.07], [36.27, 55.3, 59.01], [36.23, 55.3, 58.96], [36.19, 55.3, 58.91], [36.14, 55.3, 58.86], [36.09, 55.3, 58.82], [36.04, 55.3, 58.78], [35.98, 55.3, 58.75], [35.92, 55.3, 58.72], [35.86, 55.3, 58.69], [35.8, 55.3, 58.67], [35.73, 55.3, 58.66], [35.67, 55.3, 58.65], [35.6, 55.3, 58.65], [30.9, 55.3, 58.65]];[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [-0.0, -0.0, -1.0], [-0.0, -0.0, -1.0], [0.0, -0.0, 1.0], [0.0, -0.0, 1.0], [0.0, -0.0, 1.0], [0.0, -0.0, 1.0], [-0.0, -1.0, 0.0], [0.0, -1.0, 0.0], [-0.0, -0.0, -1.0], [-0.0, -0.0, -1.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, -0.0], [0.0, 1.0, -0.0], [-0.0, 0.9999999999999999, 0.0], [-0.0, 0.9999999999999999, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 0.9999999999999999, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 0.9999999999999999, 0.0], [-0.0, 1.0, 0.0], [-0.0, 1.0, 0.0], [-0.0, 0.9999999999999999, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.9999999999999999, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.9999999999999999, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.9999999999999999, 0.0], [0.0, 0.9999999999999999, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, -0.0], [0.0, 1.0, -0.0], [-1.0, 0.0, 0.0], [-1.0, -0.0, 0.0], [0.0, -1.0, 0.0], [0.0, -1.0, 0.0], [0.0, -1.0, 0.0], [0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [0.0, -1.0, -0.0], [0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [0.0, -1.0, -0.0], [0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [0.0, -0.9999999999999999, -0.0], [0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [0.0, -1.0, -0.0], [0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [0.0, -1.0, -0.0], [0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [0.0, -1.0, -0.0], [0.0, -1.0, -0.0], [-0.0, -1.0, -0.0], [-0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [-0.0, -1.0, 0.0], [-0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [-0.0, -1.0, 0.0], [-0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [-0.0, -0.9999999999999999, 0.0], [-0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [-0.0, -1.0, 0.0], [-0.0, -1.0, 0.0], [0.0, -1.0, -0.0], [-0.0, -1.0, 0.0], [-0.0, -1.0, 0.0], [-0.0, -1.0, 0.0], [-0.0, -1.0, 0.0], [0.0, -1.0, 0.0], [-0.0, -1.0, -0.0], [-1.0, 0.0, 0.0], [-1.0, -0.0, 0.0], [-1.0, 0.0, 0.0], [-1.0, 0.0, -0.0], [-1.0, 0.0, 0.0], [-1.0, -0.0, -0.0], [-1.0, -0.0, -0.0], [-1.0, -0.0, 0.0], [-1.0, -0.0, 0.0], [-1.0, 0.0, 0.0], [0.0, 0.0, -1.0], [0.0, 0.0, -1.0], [-0.16439898730533836, 0.0, -0.986393923832147], [-0.16439898730533836, -0.0, -0.986393923832147], [-0.14142135623737984, 0.0, -0.9899494936611564], [-0.14142135623737984, -0.0, -0.9899494936611564], [-0.31622776601677055, 0.0, -0.9486832980505363], [-0.31622776601677055, -0.0, -0.9486832980505363], [-0.4472135954999579, 0.0, -0.8944271909999159], [-0.4472135954999579, -0.0, -0.8944271909999159], [-0.4472135955000003, 0.0, -0.8944271909998947], [-0.4472135955000003, -0.0, -0.8944271909998947], [-0.4472135954999579, 0.0, -0.8944271909999159], [-0.4472135954999579, -0.0, -0.8944271909999159], [-0.6246950475543837, 0.0, -0.7808688094430628], [-0.6246950475543837, -0.0, -0.7808688094430628], [-0.6246950475544377, 0.0, -0.7808688094430195], [-0.6246950475544377, -0.0, -0.7808688094430195], [-0.7071067811865475, 0.0, -0.7071067811865475], [-0.7071067811865475, -0.0, -0.7071067811865475], [-0.7808688094430628, 0.0, -0.6246950475543837], [-0.7808688094430628, -0.0, -0.6246950475543837], [-0.7808688094429653, 0.0, -0.6246950475545053], [-0.7808688094429653, -0.0, -0.6246950475545053], [-0.8944271909999583, 0.0, -0.4472135954998732], [-0.8944271909999583, -0.0, -0.4472135954998732], [-0.8944271909998947, 0.0, -0.4472135955000003], [-0.8944271909998947, -0.0, -0.4472135955000003], [-0.8944271909999159, 0.0, -0.4472135954999579], [-0.8944271909999159, -0.0, -0.4472135954999579], [-0.9486832980505026, 0.0, -0.31622776601687164], [-0.9486832980505026, -0.0, -0.31622776601687164], [-0.9899494936611706, 0.0, -0.1414213562372814], [-0.9899494936611706, -0.0, -0.1414213562372814], [-0.986393923832147, 0.0, -0.16439898730533836], [-0.986393923832147, -0.0, -0.16439898730533836], [-1.0, 0.0, 0.0], [-1.0, -0.0, -0.0], [-1.0, 0.0, 0.0], [-1.0, -0.0, -0.0], [-0.9863939238321501, 0.0, 0.1643989873053194], [-0.9863939238321501, 0.0, 0.1643989873053194], [-0.9899494936611706, 0.0, 0.1414213562372814], [-0.9899494936611706, 0.0, 0.1414213562372814], [-0.9486832980505026, 0.0, 0.31622776601687164], [-0.9486832980505026, 0.0, 0.31622776601687164], [-0.8944271909998947, 0.0, 0.4472135955000003], [-0.8944271909998947, 0.0, 0.4472135955000003], [-0.8944271909999159, 0.0, 0.4472135954999579], [-0.8944271909999159, 0.0, 0.4472135954999579], [-0.8944271909999583, 0.0, 0.4472135954998732], [-0.8944271909999583, 0.0, 0.4472135954998732], [-0.7808688094429653, 0.0, 0.6246950475545053], [-0.7808688094429653, 0.0, 0.6246950475545053], [-0.7808688094430628, 0.0, 0.6246950475543837], [-0.7808688094430628, 0.0, 0.6246950475543837], [-0.7071067811865475, 0.0, 0.7071067811865475], [-0.7071067811865475, 0.0, 0.7071067811865475], [-0.6246950475544377, 0.0, 0.7808688094430195], [-0.6246950475544377, 0.0, 0.7808688094430195], [-0.6246950475543837, 0.0, 0.7808688094430628], [-0.6246950475543837, 0.0, 0.7808688094430628], [-0.4472135954999579, 0.0, 0.8944271909999159], [-0.4472135954999579, 0.0, 0.8944271909999159], [-0.4472135955000003, 0.0, 0.8944271909998947], [-0.4472135955000003, 0.0, 0.8944271909998947], [-0.4472135954999579, 0.0, 0.8944271909999159], [-0.4472135954999579, 0.0, 0.8944271909999159], [-0.31622776601677055, 0.0, 0.9486832980505363], [-0.31622776601677055, 0.0, 0.9486832980505363], [-0.14142135623737984, 0.0, 0.9899494936611564], [-0.14142135623737984, 0.0, 0.9899494936611564], [-0.16439898730533836, 0.0, 0.986393923832147], [-0.16439898730533836, 0.0, 0.986393923832147], [0.0, -0.0, 1.0], [0.0, -0.0, 1.0], [0.0, 0.0, 1.0], [0.0, 0.0, 1.0], [0.0, -0.0, -1.0], [0.0, 0.0, -1.0]]
Phantom v18|SideAssembly v13:1|ScintillatorBrick v10:1|D3DF_SC_Cell v6:1;       D3DF_SC_Cell_Body;       35.60;      62.65;      59.45;     30.60;      57.65;      54.45;     40.60;      67.65;      64.45;Phenolic (Amber);                                 Phenolic Resin;                                   [[40.6, 57.65, 64.45], [40.6, 67.65, 64.45], [30.6, 67.65, 64.45], [30.6, 57.65, 64.45], [40.6, 57.65, 54.45], [30.6, 57.65, 54.45], [40.6, 67.65, 54.45], [30.6, 67.65, 54.45]];[[1, 2, 0], [0, 2, 3], [5, 6, 4], [4, 6, 7], [1, 0, 4], [4, 0, 5], [0, 3, 5], [5, 3, 6], [3, 2, 6], [6, 2, 7], [2, 1, 7], [7, 1, 4]];[[40.6, 67.65, 54.45], [40.6, 67.65, 64.45], [40.6, 57.65, 64.45], [40.6, 57.65, 54.45], [30.6, 67.65, 64.45], [30.6, 67.65, 54.45], [30.6, 57.65, 54.45], [30.6, 57.65, 64.45]];[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [-1.0, 0.0, 0.0], [-1.0, -0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 1.0, 0.0], [-0.0, -0.0, -1.0], [-0.0, -0.0, -1.0], [-0.0, -1.0, 0.0], [0.0, -1.0, 0.0], [0.0, -0.0, 1.0], [0.0, -0.0, 1.0]]
