layer_1,,
8.45,0,0
8.45,15.4,0
8.45,30.8,0
25.35,0,0
25.35,15.4,0
25.35,30.8,0
42.25,0,0
42.25,15.4,0
42.25,30.8,0
layer_2,,
8.45,7.7,14.7
8.45,23.1,14.7
8.45,38.5,14.7
25.35,7.7,14.7
25.35,23.1,14.7
25.35,38.5,14.7
42.25,7.7,14.7
42.25,23.1,14.7
42.25,38.5,14.7
layer_3,,
0,7.7,29.4
0,23.1,29.4
0,38.5,29.4
16.9,7.7,29.4
16.9,23.1,29.4
16.9,38.5,29.4
33.8,7.7,29.4
33.8,23.1,29.4
33.8,38.5,29.4
