# Rotation: 0.0
# Particles: 1000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-48,53,-43,43
# MLC: Y1[mm],Y2[mm]
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-8.2,16.9
-13.2,20.2
-15.7,19.3
-18.3,18.4
-20.5,15.6
-21.1,21.5
-23.5,22.3
-25.4,25.5
-25.6,27.1
-25.5,31
-25,32.8
-24.2,35.2
-21.1,35.5
-16.1,32.8
-11.4,25.1
-1.5,15.6
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
-43.1,-43.1
